,TPM_value,TPM_var,TDES_value,TDES_var,IPC_value,IPC_var,PIB_value,PIB_var,BC_value,BC_var
2024-08-12,5.33,0.0,4.164516129032258,-0.077,314321.48387096776,0.006,29076614.0,0.013999999999999999,-75602.87096774194,0.582
2024-08-13,5.33,0.0,4.161290322580645,-0.077,314339.70967741933,0.006,29076614.0,0.013999999999999999,-76040.67741935483,0.579
2024-08-14,5.33,0.0,4.158064516129032,-0.078,314357.93548387097,0.006,29076614.0,0.013999999999999999,-76478.48387096774,0.5760000000000001
2024-08-15,5.33,0.0,4.154838709677419,-0.078,314376.1612903226,0.006,29076614.0,0.013999999999999999,-76916.29032258065,0.5720000000000001
2024-08-16,5.33,0.0,4.151612903225806,-0.078,314394.3870967742,0.006,29076614.0,0.013999999999999999,-77354.09677419355,0.569
2024-08-17,5.33,0.0,4.148387096774194,-0.078,314412.6129032258,0.006,29076614.0,0.013999999999999999,-77791.90322580645,0.5660000000000001
2024-08-18,5.33,0.0,4.145161290322581,-0.078,314430.8387096774,0.006,29076614.0,0.013999999999999999,-78229.70967741935,0.563
2024-08-19,5.33,0.0,4.141935483870967,-0.078,314449.06451612903,0.006,29076614.0,0.013999999999999999,-78667.51612903226,0.5599999999999999
2024-08-20,5.33,0.0,4.138709677419355,-0.078,314467.29032258067,0.006,29076614.0,0.013999999999999999,-79105.32258064517,0.557
2024-08-21,5.33,0.0,4.135483870967742,-0.078,314485.51612903224,0.006,29076614.0,0.013999999999999999,-79543.12903225806,0.553
2024-08-22,5.33,0.0,4.132258064516129,-0.078,314503.7419354839,0.006,29076614.0,0.013999999999999999,-79980.93548387097,0.5499999999999999
2024-08-23,5.33,0.0,4.129032258064516,-0.078,314521.96774193546,0.006,29076614.0,0.013999999999999999,-80418.74193548388,0.547
2024-08-24,5.33,0.0,4.125806451612903,-0.078,314540.1935483871,0.006,29076614.0,0.013999999999999999,-80856.54838709677,0.544
2024-08-25,5.33,0.0,4.12258064516129,-0.078,314558.4193548387,0.006,29076614.0,0.013999999999999999,-81294.35483870968,0.541
2024-08-26,5.33,0.0,4.119354838709677,-0.078,314576.6451612903,0.006,29076614.0,0.013999999999999999,-81732.16129032258,0.539
2024-08-27,5.33,0.0,4.116129032258065,-0.078,314594.87096774194,0.006,29076614.0,0.013999999999999999,-82169.96774193548,0.536
2024-08-28,5.33,0.0,4.112903225806451,-0.078,314613.0967741936,0.006,29076614.0,0.013999999999999999,-82607.7741935484,0.5329999999999999
2024-08-29,5.33,0.0,4.109677419354838,-0.078,314631.32258064515,0.006,29076614.0,0.013999999999999999,-83045.58064516129,0.53
2024-08-30,5.33,0.0,4.106451612903226,-0.078,314649.5483870968,0.006,29076614.0,0.013999999999999999,-83483.3870967742,0.527
2024-08-31,5.33,0.0,4.103225806451612,-0.079,314667.77419354836,0.006,29076614.0,0.013999999999999999,-83921.19354838709,0.524
2024-09-01,5.33,0.0,4.1,-0.079,314686.0,0.006,29076614.0,0.013999999999999999,-84359.0,0.522
2024-09-02,5.33,0.0,4.1,0.0,314711.6,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-09-03,5.33,0.0,4.1,0.0,314737.2,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-09-04,5.33,0.0,4.1,0.0,314762.8,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-09-05,5.33,0.0,4.1,0.0,314788.4,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-09-06,5.33,0.0,4.1,0.0,314814.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-09-07,5.33,0.0,4.1,0.0,314839.6,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-09-08,5.33,0.0,4.1,0.0,314865.2,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-09-09,5.33,0.0,4.1,0.0,314890.8,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-09-10,5.33,0.0,4.1,0.0,314916.4,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-09-11,5.33,0.0,4.1,0.0,314942.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-09-12,5.33,0.0,4.1,0.0,314967.6,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-09-13,5.33,0.0,4.1,0.0,314993.2,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-09-14,5.33,0.0,4.1,0.0,315018.8,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-09-15,5.33,0.0,4.1,0.0,315044.4,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-09-16,5.33,0.0,4.1,0.0,315070.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-09-17,5.33,0.0,4.1,0.0,315095.6,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-09-18,5.33,0.0,4.1,0.0,315121.2,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-09-19,4.83,-9.381,4.1,0.0,315146.8,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-09-20,4.83,0.0,4.1,0.0,315172.4,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-09-21,4.83,0.0,4.1,0.0,315198.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-09-22,4.83,0.0,4.1,0.0,315223.6,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-09-23,4.83,0.0,4.1,0.0,315249.2,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-09-24,4.83,0.0,4.1,0.0,315274.8,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-09-25,4.83,0.0,4.1,0.0,315300.4,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-09-26,4.83,0.0,4.1,0.0,315326.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-09-27,4.83,0.0,4.1,0.0,315351.6,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-09-28,4.83,0.0,4.1,0.0,315377.2,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-09-29,4.83,0.0,4.1,0.0,315402.8,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-09-30,4.83,0.0,4.1,0.0,315428.4,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-10-01,4.83,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-10-02,4.83,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-10-03,4.83,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-10-04,4.83,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-10-05,4.83,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-10-06,4.83,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-10-07,4.83,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-10-08,4.83,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-10-09,4.83,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-10-10,4.83,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-10-11,4.83,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-10-12,4.83,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-10-13,4.83,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-10-14,4.83,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-10-15,4.83,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-10-16,4.83,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-10-17,4.83,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-10-18,4.83,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-10-19,4.83,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-10-20,4.83,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-10-21,4.83,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-10-22,4.83,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-10-23,4.83,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-10-24,4.83,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-10-25,4.83,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-10-26,4.83,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-10-27,4.83,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-10-28,4.83,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-10-29,4.83,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-10-30,4.83,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-10-31,4.83,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-11-01,4.83,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-11-02,4.83,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-11-03,4.83,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-11-04,4.83,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-11-05,4.83,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-11-06,4.83,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-11-07,4.83,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-11-08,4.58,-5.176,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-11-09,4.58,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-11-10,4.58,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-11-11,4.58,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-11-12,4.58,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-11-13,4.58,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-11-14,4.58,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-11-15,4.58,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-11-16,4.58,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-11-17,4.58,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-11-18,4.58,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-11-19,4.58,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
2024-11-20,4.58,0.0,4.1,0.0,315454.0,0.008,29076614.0,0.013999999999999999,-84359.0,0.522
