,v,vw,o,c,h,l,t,n
617,19180.852730612307,63432.3295,65462.0,61418.06,65668.0,61150.0,1722556800000,714338
618,11400.965616023303,60946.3767,61410.0,60674.93,62260.0,59819.13,1722643200000,473600
619,12979.357049018508,59162.9744,60688.6,58130.95,61213.0,57123.0,1722729600000,543365
620,76954.21833159344,53020.4394,58103.1,54029.12,58344.0,49050.01,1722816000000,2131923
621,21200.509671329637,55962.3967,54037.9,56048.08,57207.0,53965.57,1722902400000,767877
622,17584.489229751955,56158.613,56048.07,55148.1,57833.0,54556.5,1722988800000,688524
623,25703.084427459315,58930.1864,55144.14,61705.58,62770.0,54737.32,1723075200000,746627
624,15441.16129496134,60622.9991,61704.05,60862.13,61809.0,59552.46,1723161600000,554071
625,4072.180394310697,60796.9749,60859.9,60935.02,61535.0,60255.61,1723248000000,285877
626,7229.82173128255,59910.8266,60951.8,58722.49,61916.0,58312.63,1723334400000,353069
627,14679.667887531443,59123.0231,58816.0,59358.78,60764.0,57653.31,1723420800000,608892
628,14090.427734036131,60113.6468,59359.5,60603.19,61635.0,58402.01,1723507200000,512345
629,16068.132437005446,60003.8133,60600.1,58690.62,61898.0,58453.56,1723593600000,513468
630,17870.155616311316,58254.0495,58693.7,57543.61,59909.0,56117.7,1723680000000,614306
631,13998.514233815686,58598.1231,57543.57,58888.99,59905.0,57096.56,1723766400000,479806
632,3375.598654760669,59302.6687,58895.6,59497.49,59800.0,58803.45,1723852800000,225594
633,5635.251630860595,59660.1994,59473.4,58466.5,60313.0,58422.0,1723939200000,258763
634,10140.854179935173,58675.2668,58466.5,59452.67,59700.0,57820.0,1724025600000,380930
635,14259.3192599301,60015.6116,59493.7,59017.59,61472.0,58571.96,1724112000000,509760
636,16511.424216527652,60311.97,59017.59,61163.28,61898.0,58793.89,1724198400000,456808
637,11537.926427695276,60674.45,61179.8,60383.29,61467.0,59750.0,1724284800000,426178
638,21733.658387375428,62505.0701,60391.1,64087.4,65074.0,60343.2,1724371200000,628447
639,6231.75926651095,64096.0641,64087.5,64179.63,64609.0,63564.22,1724457600000,306040
640,4954.719307530248,64282.0876,64176.1,64251.93,65200.0,63793.74,1724544000000,238206
641,12256.332805385944,63576.8642,64288.1,62966.0,64579.0,62806.8,1724630400000,372800
642,17668.880767997412,61143.1985,62851.1,59439.64,63307.0,58009.6,1724716800000,534411
643,12730.966862985191,59182.1953,59458.0,59045.88,60330.0,57851.62,1724803200000,542368
644,13390.994139785862,60005.8027,59025.6,59385.5,61290.0,58717.4,1724889600000,478625
645,12801.433110229189,58866.0364,59385.5,59112.77,60102.0,57700.0,1724976000000,491248
646,2737.2740956604825,59144.5901,59110.0,58968.37,59622.0,58736.9,1725062400000,245342
647,7421.114477814753,58117.7048,58968.37,57299.0,59236.0,57200.0,1725148800000,358182
648,6932.6479858029015,58278.8385,57318.5,59139.83,59588.0,57119.01,1725235200000,291108
649,10681.679466690335,58209.4995,59305.0,57468.84,59976.0,57394.49,1725321600000,325061
650,18103.70367437131,57156.1194,57482.4,57971.0,58632.0,55555.0,1725408000000,500872
651,16459.691040708483,56658.0437,57970.1,56156.82,58451.0,55601.5,1725494400000,441328
652,24644.355583965902,54653.1227,56163.9,53950.01,57123.0,52530.0,1725580800000,664279
653,5599.344510441847,54293.2412,53948.3,54156.33,55084.0,53733.1,1725667200000,287982
654,5724.479945091327,54439.3713,54146.5,54881.11,55448.0,53623.95,1725753600000,274505
655,13946.304867186069,56050.795,54856.9,57053.9,58180.0,54565.56,1725840000000,450409
656,7933.797438274136,57172.4231,57062.7,57645.59,58136.0,56377.76,1725926400000,380266
657,14972.725579153224,56837.3009,57630.0,57352.79,58104.0,55534.41,1726012800000,510221
658,2188.9460236599507,58108.6112,57350.7,58287.0,58652.0,57339.0,1726099200000,45013
659,4137.086139771104,59062.8841,58133.4,60581.0,60730.0,57658.3,1726185600000,55866
660,1340.1307840898917,60094.7191,60581.1,60000.1,60713.0,59478.3,1726272000000,29119
661,1742.5502641299147,59767.8577,60000.2,59135.1,60525.0,58679.1,1726358400000,33915
662,2013.731861909849,58291.6793,59135.1,58342.0,59336.0,57488.7,1726444800000,44098
663,15177.336311951896,60032.5554,58209.76,60317.2,61373.41,57619.9,1726531200000,445136
664,14828.24056214259,60321.589,60317.1,61853.0,61875.0,59164.6,1726617600000,474230
665,18538.10556177919,62832.5107,61853.0,62960.14,63950.0,61569.16,1726704000000,579391
666,13348.426928740102,63205.1592,62922.2,63210.69,64200.0,62340.0,1726790400000,494549
667,3930.2605826512345,63131.6906,63210.3,63362.74,63614.0,62755.0,1726876800000,218878
668,5689.961209742116,63059.5485,63376.1,63577.66,64093.0,62380.55,1726963200000,248565
669,10142.376606534242,63596.8469,63615.2,63338.87,64842.0,62566.28,1727049600000,372795
670,11178.598893869284,63631.2534,63338.85,64272.93,64775.0,62689.15,1727136000000,457297
671,7774.562229972608,63690.8662,64272.93,63130.89,64888.0,62917.4,1727222400000,359778
672,16007.952402671694,64755.9523,63139.2,65177.21,65888.0,62652.99,1727308800000,496597
673,11747.786235480728,65778.4561,65179.3,65789.0,66587.0,64827.85,1727395200000,392339
674,3289.4598000003825,65773.3913,65788.8,65858.99,66410.0,65400.0,1727481600000,193506
675,3350.2092215804673,65740.3601,65862.7,65600.01,66193.0,65433.29,1727568000000,168231
676,13459.538343779934,63973.0907,65600.01,63301.25,65759.0,62833.95,1727654400000,412696
677,19449.702597201,62260.412,63305.52,60790.0,64217.0,60150.89,1727740800000,552553
678,11132.966936820512,61100.3948,60819.1,60631.37,62480.0,59969.2,1727827200000,443180
679,9986.416405131686,60619.3339,60643.9,60744.99,61600.0,59824.87,1727913600000,466839
680,9925.186048371037,61657.8825,60739.7,62090.71,62575.0,60451.6,1728000000000,411097
681,2565.1495883702632,62044.2793,62081.0,62051.29,62437.0,61686.34,1728086400000,244416
682,2866.6550394504666,62449.0285,62051.58,62810.86,63033.0,61805.85,1728172800000,215377
683,13062.161552063155,63428.9312,62809.4,62202.02,64514.0,62113.28,1728259200000,405318
684,8436.892346120167,62394.6086,62203.82,62122.02,63248.0,61824.48,1728345600000,358191
685,9442.73723277974,61460.8012,62120.6,60578.28,62587.0,60255.0,1728432000000,374085
686,12779.14307784773,60086.0608,60558.0,60279.53,61364.0,58863.9,1728518400000,452835
687,13819.150361003301,62042.8639,60275.9,62518.75,63455.0,60029.98,1728604800000,473970
688,4907.547548191803,63029.4183,62502.5,63187.46,63590.0,62464.15,1728691200000,268063
689,3655.9236716305513,62665.7685,63184.9,62845.3,63406.0,62029.9,1728777600000,207220
690,16820.133341747965,65211.6922,62834.9,66065.65,66555.0,62426.67,1728864000000,548137
691,21695.15322099572,66374.4976,66065.64,67056.6,67944.76,64686.1,1728950400000,597258
692,15605.5610760083,67633.9658,67056.0,67608.44,68399.0,66743.0,1729036800000,510993
693,9872.01222976347,67181.6405,67654.0,67402.33,67962.0,66629.97,1729123200000,421502
694,14198.50045931749,68343.4305,67399.86,68426.11,69000.62,67149.24,1729209600000,468506
695,2451.2068643895236,68296.3393,68440.2,68363.73,68689.29,68005.83,1729296000000,189264
696,3637.4799384711355,68677.9839,68375.0,69014.86,69402.0,68083.18,1729382400000,233494
697,13050.65699498158,67843.2378,69010.5,67346.15,69586.0,66802.0,1729468800000,460991
698,10325.276966412528,67258.8486,67385.1,67387.6,67824.0,66535.0,1729555200000,371252
699,11070.982528251207,66257.3382,67384.2,66601.11,67436.0,65149.51,1729641600000,417445
700,12174.307437480269,67674.9193,66630.5,68156.84,68846.0,66445.32,1729728000000,427692
701,16936.899741887195,67377.5832,68170.1,66564.51,68750.0,65500.01,1729814400000,572475
702,3632.082239570938,66893.0388,66564.51,67012.56,67446.0,66331.95,1729900800000,229445
703,3708.1442675101575,67625.4205,67026.1,67943.19,68328.0,66836.78,1729987200000,206208
704,19515.936766384508,68995.7701,67943.18,69924.5,70287.0,67532.48,1730073600000,538237
705,26341.84130782161,72010.2419,69912.0,72724.35,73624.98,69705.76,1730160000000,742005
706,15702.655274571865,72144.5664,72661.0,72322.91,73060.0,71400.0,1730246400000,464410
707,16980.776843818523,70940.2474,72331.1,70197.83,72684.02,69559.33,1730332800000,499902
708,18602.71152612601,69947.0629,70250.1,69467.29,71653.0,68720.0,1730419200000,545706
709,3362.6315947103817,69447.8359,69490.1,69358.94,69939.0,69000.0,1730505600000,219120
710,9845.963366352571,68382.4116,69300.9,68738.18,69409.0,67444.0,1730592000000,330363
711,14583.963899543074,68081.6769,68806.0,67807.48,69505.0,66783.77,1730678400000,383054
712,15645.054192283453,69400.8043,67787.8,69380.73,70599.0,67427.53,1730764800000,518147
713,59140.93109737507,74142.1758,69382.7,75646.55,76509.56,69285.82,1730851200000,1211092
714,26510.93498195858,75847.6565,75642.1,75920.0,76999.0,74397.0,1730937600000,630169
715,21483.692621149345,76434.254,75925.0,76566.73,77312.18,75608.0,1731024000000,558993
716,6165.445765991336,76434.5392,76550.5,76728.3,76952.67,75746.0,1731110400000,369885
717,25779.024400859213,79423.4718,76728.3,80428.92,81534.28,76531.0,1731196800000,890927
718,46215.760850806946,84746.4743,80423.3,88770.73,89666.0,80244.0,1731283200000,1228140
719,9704.349455921913,87872.1744,88737.5,87932.0,89933.0,85128.0,1731369600000,141426
720,52609.46607328698,90123.8761,88087.3,90493.82,93495.0,86137.0,1731456000000,1373358
721,31126.086838869058,89329.299,90499.4,87340.4,91831.25,86621.9,1731542400000,979228
722,25460.20292755928,89531.3291,87314.4,91058.36,91934.62,87100.83,1731628800000,918630
723,8809.674540161253,91051.7586,91062.0,90555.1,91820.73,90069.21,1731715200000,542389
724,2992.92609579,89430.2732,90076.0,89866.85,90226.0,88709.0,1731801600000,115974
725,6750.74114878,91421.4261,90635.12,90532.0,92095.34,90294.86,1731888000000,155141
726,5533.76013195,92505.1649,93343.26,92341.07,93697.59,91348.0,1731974400000,200637
727,4841.64447398,94262.2808,94140.11,94359.04,94744.99,93788.2,1732060800000,136217
728,38976.452135016334,97352.2527,94356.8,98439.09,99073.53,93986.0,1732147200000,1270570
729,35602.45525345296,98885.3766,98496.0,99024.03,99860.0,97010.0,1732233600000,1079662
